13	5	2018	10496	P	123
24	6	2018	10496	P	123
24	7	2018	10496	P	123
24	8	2018	10496	P	123
24	9	2018	10496	P	123
24	10	2018	10496	P	123
24	11	2018	10496	P	123
24	12	2018	10496	P	123
24	1	2019	10496	P	123
24	2	2019	10496	P	123
24	3	2019	10496	P	123
24	4	2019	10496	P	123
24	5	2019	10496	P	123
24	6	2019	10496	P	123
24	7	2019	10496	P	123
24	8	2019	10496	P	123
24	9	2019	10496	P	123
24	10	2019	10496	P	123
24	11	2019	10496	P	123
24	12	2019	10496	P	123
24	1	2020	10496	P	123
24	2	2020	10496	P	123
24	3	2020	10496	P	123
24	4	2020	10496	P	123
18	5	2018	11553.7	C	112
18	6	2018	11553.7	C	112
18	7	2018	11553.7	P	112
18	8	2018	11553.7	P	112
18	9	2018	11553.7	P	112
18	10	2018	11553.7	P	112
18	11	2018	11553.7	P	112
18	12	2018	11553.7	P	112
18	1	2019	11553.7	P	112
18	2	2019	11553.7	P	112
18	3	2019	11553.7	P	112
18	4	2019	11553.7	P	112
22	5	2018	6935.44	P	331
22	6	2018	6935.44	P	331
22	7	2018	6935.44	P	331
22	8	2018	6935.44	P	331
22	9	2018	6935.44	P	331
22	10	2018	6935.44	P	331
22	11	2018	6935.44	P	331
22	12	2018	6935.44	P	331
22	1	2019	6935.44	P	331
22	2	2019	6935.44	P	331
22	3	2019	6935.44	P	331
22	4	2019	6935.44	P	331
22	5	2019	6935.44	P	331
22	6	2019	6935.44	P	331
22	7	2019	6935.44	P	331
22	8	2019	6935.44	P	331
22	9	2019	6935.44	P	331
22	10	2019	6935.44	P	331
22	11	2019	6935.44	P	331
22	12	2019	6935.44	P	331
22	1	2020	6935.44	P	331
22	2	2020	6935.44	P	331
22	3	2020	6935.44	P	331
22	4	2020	6935.44	P	331
22	5	2020	6935.44	P	331
22	6	2020	6935.44	P	331
22	7	2020	6935.44	P	331
22	8	2020	6935.44	P	331
22	9	2020	6935.44	P	331
22	10	2020	6935.44	P	331
22	11	2020	6935.44	P	331
22	12	2020	6935.44	P	331
22	1	2021	6935.44	P	331
22	2	2021	6935.44	P	331
22	3	2021	6935.44	P	331
22	4	2021	6935.44	P	331
28	5	2018	3942.56	P	456
28	6	2018	3942.56	P	456
28	7	2018	3942.56	P	456
28	8	2018	3942.56	P	456
28	9	2018	3942.56	P	456
28	10	2018	3942.56	P	456
28	11	2018	3942.56	P	456
28	12	2018	3942.56	P	456
28	1	2019	3942.56	P	456
28	2	2019	3942.56	P	456
28	3	2019	3942.56	P	456
28	4	2019	3942.56	P	456
28	5	2019	3942.56	P	456
28	6	2019	3942.56	P	456
28	7	2019	3942.56	P	456
28	8	2019	3942.56	P	456
28	9	2019	3942.56	P	456
28	10	2019	3942.56	P	456
28	11	2019	3942.56	P	456
28	12	2019	3942.56	P	456
28	1	2020	3942.56	P	456
28	2	2020	3942.56	P	456
28	3	2020	3942.56	P	456
28	4	2020	3942.56	P	456
28	5	2020	3942.56	P	456
28	6	2020	3942.56	P	456
28	7	2020	3942.56	P	456
28	8	2020	3942.56	P	456
28	9	2020	3942.56	P	456
28	10	2020	3942.56	P	456
28	11	2020	3942.56	P	456
28	12	2020	3942.56	P	456
28	1	2021	3942.56	P	456
28	2	2021	3942.56	P	456
28	3	2021	3942.56	P	456
28	4	2021	3942.56	P	456
